radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,440,11,39937,188774408,240,133.1858551,34.2625325,0,18,1,1649495444,1714725583,
LTE,440,11,39937,188774409,251,133.1826605,34.2750128,0,54,1,1649495444,1714733916,
LTE,440,11,39937,188774916,247,133.1716993,34.2747142,0,9,1,1714725584,1714725584,
LTE,440,11,39937,188774917,156,133.1716558,34.2646233,0,40,1,1649495444,1714725584,
LTE,440,11,39937,188774918,161,133.1644627,34.2618366,0,42,1,1649495444,1714725584,
LTE,440,11,39937,188775171,64,133.4784987,33.9679945,0,6,1,1646456931,1714725572,
LTE,440,11,39937,188775175,173,132.9259234,34.0633628,0,90,1,1645353708,1714916779,
LTE,440,11,39937,188775176,202,132.9210829,34.0473791,0,59,1,1645353708,1714916779,
LTE,440,11,39937,188775177,321,132.9142186,34.0625596,0,46,1,1645353708,1714916779,
LTE,440,11,39937,188778497,98,132.9311211,34.0757479,0,14,1,1649414956,1714916779,
LTE,440,11,39937,188778498,318,132.9316608,34.0714013,0,8,1,1649414956,1714916779,
LTE,440,11,39937,188778499,121,132.9266316,34.0647039,0,32,1,1649414956,1714916779,
LTE,440,11,39937,188780033,238,133.0107023,34.0981693,0,125,1,1647644150,1714733922,
LTE,440,11,39937,188780034,48,133.0003888,34.0709068,0,28,1,1647644150,1714215705,
LTE,440,11,39937,188780035,329,132.9943907,34.0717174,0,22,1,1647689129,1714215705,
LTE,440,11,39937,188780036,10,132.9315464,34.1050807,0,6,1,1647604479,1714916780,
LTE,440,11,39937,188780037,248,132.8491381,34.0395385,0,11,1,1647604479,1714916780,
LTE,440,11,39937,188780038,114,132.9269935,34.1085280,0,29,1,1647604479,1714916780,
LTE,440,11,39937,188780042,115,132.7342496,33.8589811,0,2,1,1649939374,1711861624,
LTE,440,11,39937,188780043,288,132.7276244,33.8580168,0,11,1,1649932256,1711861624,
LTE,440,11,39937,188780044,185,132.7305229,33.8598693,0,9,1,1649939374,1711861624,
