場所,市区町村,設置タイプ,更新日時,状況,eNB-LCID,PCI,基地局ID,sector,sub6,ミリ波,緯度,経度
松山市和泉南二丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737290-1,2,3","348,349,350",,3,,,33.8159314,132.7616821
伊予市双海町上灘④,伊予市,コン柱,2023/04/21 12:56:11,open,737574-4,20,CBSB838001346,1,,,33.68347,132.647765
松山市来住町,松山市,コン柱,2022/06/01 00:00:00,open,"737314-1,2,3","231,311,361",,3,,,33.8089968,132.803559
北宇和郡鬼北町大字沢松,鬼北町,コン柱,2023/01/08 14:58:58,open,"737476-4,5,6","363,365,364",,3,,,33.270625,132.660025
今治市大新田町五丁目,今治市,コン柱,2022/06/01 00:00:00,open,"737378-1,2,3","86,114,340",,3,1,3,34.08093,132.989408
今治市高橋①,今治市,コン柱,2024/05/05 22:57:40,delete,,,,,,,34.039097,132.97306
東温市樋口①,東温市,ピコセル,2022/08/04 08:35:42,open,752280-1,387,,1,,,33.805811,132.883144
西条市玉之江,西条市,コン柱,2023/05/04 12:55:18,open,"737549-1,2,3","131,127,234",,3,,,33.910722,133.097295
松山市安城寺町②,松山市,コン柱,2022/07/24 19:24:54,open,"737442-4,5,6","343,218,273",,3,,,33.88114974,132.7406504
今治市吉海町仁江②,今治市,コン柱,2024/05/03 21:07:24,open,"737566-1,2,3","13,293,99",,3,,,34.13597685,133.0624094
今治市宅間,今治市,コン柱,2022/06/01 00:00:00,open,"737366-1,2,3","44,43,42",,3,,,34.072849,132.946229
新居浜市船木②,新居浜市,コン柱,2024/05/11 22:35:21,open,"737489-1,2,3","246,1,86",,3,1,2,33.935311,133.342281
越智郡上島町岩城①,上島町,コン柱,2024/05/03 21:58:19,open,"737484-3,4,5","60,230,124",,3,,,34.269334,133.146889
越智郡上島町生名①,上島町,コン柱,2024/05/03 21:52:01,open,"737400-7,8,9","364,240,251",,3,,,34.266843,133.184927
今治市菊間町浜①,今治市,コン柱,2024/05/05 23:13:49,open,"737495-9,10,11","123,177,94",,3,3,1,34.036187,132.840439
伊予郡砥部町外山,砥部町,コン柱,2023/03/14 19:34:00,open,737570-4,1,,1,,,33.730112,132.769278
伊予郡砥部町高尾田②,砥部町,コン柱,2022/06/01 00:00:00,open,"737328-4,5,6","159,160,161",,3,,,33.78114791,132.7956445
南宇和郡愛南町満倉,愛南町,コン柱,2024/04/28 00:06:29,ready,,,CBSB838001242,1,,,32.952591,132.608452
今治市神宮,今治市,コン柱,2024/05/05 22:59:27,open,"737354-7,8,9","265,158,156",,3,,,34.0535,132.954666
新居浜市中西町,新居浜市,コン柱,2024/05/04 23:38:39,open,"737492-10,11,12","268,120,269",,3,,,33.924716,133.302382
宇和島市吉田町立間②,宇和島市,コン柱,2024/04/28 14:06:56,open,"737494-10,11","124,125",,2,,,33.287839,132.541629
松山市柳谷町乙,松山市,屋上,2023/05/04 16:26:35,open,"737563-10,11,12","263,46,213",,3,,,33.921233,132.814775
今治市玉川町長谷②,今治市,コン柱,2023/04/03 21:32:22,open,737498-4,10,,1,,,34.003664,132.938007
西条市小松町妙口,西条市,コン柱,2024/05/04 21:50:15,open,"737518-1,2,3","77,298,179",,3,,,33.882767,133.087475
松山市井門町②,松山市,屋内,2023/04/16 14:15:12,close,,,,,,,33.800815,132.784994
伊予市中山町中山④,伊予市,コン柱,2024/04/28 12:57:08,open,737595-6,336,CBSB838001443,1,,,33.636135,132.664647
今治市吉海町本庄①,今治市,コン柱,2023/04/30 20:03:30,open,"737567-4,5,6","162,206,340",,3,,,34.141364,133.036877
松山市中島粟井,松山市,コン柱,2024/04/28 01:58:09,open,"737442-10,11","283,239",,2,,,33.99361,132.640273
八幡浜市日土町②,八幡浜市,コン柱,2022/06/01 00:00:00,close,,,,,,,33.499261,132.427007
上浮穴郡久万高原町二名①,久万高原町,衛星,2022/08/17 00:00:15,open,"742246-1
742247-1
742248-1","333,331,330",,3,,,33.639799,132.853682
松山市小川谷,松山市,コン柱,2022/06/01 00:00:00,open,"737298-4,5,6","138,139,140",,3,,,33.92904,132.78689
新居浜市大生院①,新居浜市,コン柱,2023/05/31 23:45:40,open,"737492-1,2,3","53,198,52",,3,,,33.921281,133.250336
八幡浜市保内町須川,八幡浜市,コン柱,2023/07/02 16:53:53,open,737588-1,30,CBSB838001344,1,,,33.47285,132.421423
松山市高浜町一丁目,松山市,屋上,2022/06/01 00:00:00,open,"737327-10,11,12","253,254,252",,3,,,33.87791,132.70362
松山市古三津三丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737422-10,11,12","319,318,320",,3,,,33.85922485,132.7313673
松山市畑寺二丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737295-1,2,3","247,246,248",,3,1,2,33.8302281,132.7967697
伊予郡松前町大字北黒田①,松前町,コン柱,2023/03/26 00:00:25,open,"737533-7,8,9","350,151,117",,3,,,33.77753,132.702093
伊予市三秋②,伊予市,コン柱,2024/04/28 19:41:29,open,"737606-4,5,6",,CBSB838000959,3,,,33.722032,132.688522
喜多郡内子町城廻③,内子町,コン柱,2024/04/30 22:13:52,open,737594-4,60,CBSB838001341,1,,,33.578444,132.663806
伊予市中山町中山丑,伊予市,コン柱,2024/04/28 12:36:37,open,"737449-10,11","210,260",,2,1,1,33.635293,132.708357
松山市堀江町①,松山市,コン柱,2022/06/01 00:00:00,open,"737287-4,5,6","186,187,41",,3,,,33.9059446,132.7531456
松山市内浜町,松山市,コン柱,2022/06/01 00:00:00,open,"737323-1,2,3","39,173,232",,3,,,33.8644444,132.7267037
松山市東石井六丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737301-1,2,3","312,314,313",,3,,,33.8133457,132.7781011
上浮穴郡久万高原町黒藤川①,久万高原町,衛星,2023/04/28 22:26:36,open,742204-1,1,,1,,,33.606213,133.035822
北宇和郡鬼北町大字奈良,鬼北町,コン柱,2022/11/13 01:52:01,open,"737461-3,4,5","175,174,176",,3,,,33.247157,132.673274
今治市北日吉町一丁目,今治市,コン柱,2023/04/23 21:21:13,open,"737359-1,2,3","82,321,83",,3,1,3,34.062963,132.989182
南宇和郡愛南町外泊,愛南町,コン柱,2024/05/11 20:42:53,ready,,,,3,,,32.937583,132.477417
北宇和郡鬼北町大字川上,鬼北町,コン柱,2023/04/13 20:11:33,open,737551-10,20,,1,,,33.305662,132.759682
新居浜市阿島四丁目,新居浜市,コン柱,2024/05/25 21:52:42,open,737553-10,199,CBSB838001092,1,,,33.964889,133.371389
松山市東野五丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737295-7,8,9","238,239,237",,3,3,3,33.8368255,132.8006938
今治市しまなみの杜,今治市,コン柱,2023/04/22 12:09:01,open,"737366-7,8,9","51,133,137",CBSB838001389,3,,,34.072214,132.974334
喜多郡内子町石畳,内子町,コン柱,2024/05/18 19:17:23,open,737609-6,93,CBSB838001467,1,,,33.631361,132.645472
大洲市西大洲,大洲市,コン柱,2022/07/17 16:00:00,open,"737445-7,8,9","364,99,287",,3,,,33.504134,132.525854
宇和島市津島町北灘甲,宇和島市,コン柱,2024/04/29 22:10:42,open,"737592-3,4,5","287,285,286",,3,3,1,33.14322,132.47689
伊予市中山町中山②,伊予市,コン柱,2024/04/28 12:53:31,open,"737594-1,2","40,41",,2,1,1,33.642087,132.673187
北宇和郡鬼北町大字清水,鬼北町,コン柱,2022/06/01 00:00:00,open,"737388-9,10,11","41,40,39",,3,1,3,33.3030112,132.688943
伊予郡砥部町宮内②,砥部町,コン柱,2023/03/03 20:43:36,open,"737554-7,8,9","38,142,36",,3,,,33.748763,132.790444
西宇和郡伊方町三机,伊方町,コン柱,2022/06/01 00:00:00,open,"737429-1,2,3","108,110,109",,3,,,33.45498847,132.246492
今治市内堀一丁目,今治市,コン柱,2023/04/22 17:32:24,open,"737486-10,11,12","75,175,77",,3,,,34.10315,132.967654
喜多郡内子町袋口②,内子町,コン柱,2024/07/09 22:05:12,open,"737613-1,2,3","366,178,302",CBSB838001167,3,,,33.616361,132.669639
八幡浜市保内町磯崎②,八幡浜市,コン柱,2024/04/28 20:39:54,open,"737528-1,2,3","23,21,22",,3,1,1,33.538497,132.407338
西予市宇和町岡山,西予市,コン柱,2023/03/24 22:05:38,open,"737524-4,5,6","192,194,193",,3,,,33.421753,132.496601
新居浜市萩生②,新居浜市,屋上,2024/05/11 22:21:12,open,"737541-4,5,6","242,282,25",,3,,,33.941111,133.267677
大洲市長浜町沖浦,大洲市,コン柱,2023/03/17 22:23:51,open,"737501-5,6","370,371",,2,,,33.605076,132.482312
八幡浜市矢野町,八幡浜市,屋上,2023/03/19 19:47:58,open,"737567-7,8,9","375,376,377",,3,,,33.4572,132.424473
西条市丹原町楠窪①,西条市,衛星,2023/03/21 17:13:52,open,742207-1,1,,1,,,33.835596,133.038858
今治市阿方②,今治市,コン柱,2022/06/01 00:00:00,open,"737354-1,2,3","298,179,174",,3,1,3,34.062522,132.965313
南宇和郡愛南町樫月,愛南町,コン柱,2024/05/11 20:45:28,ready,,,,2,,,32.952556,132.517139
西条市周布,西条市,屋上,2023/04/28 22:42:34,open,"737547-6,7,8","69,144,236",,3,,,33.917772,133.075609
今治市宮窪町友浦,今治市,コン柱,2024/05/03 21:17:46,open,737601-1,350,,1,,,34.15332014,133.0809501
南宇和郡愛南町広見②,愛南町,コン柱,2024/04/28 20:20:05,ready,,,,3,,,32.97075,132.633889
松山市針田町,松山市,コン柱,2023/03/31 16:37:19,open,"737561-10,11,12","122,327,250",,3,,,33.825231,132.737332
宇和島市三間町黒井地,宇和島市,コン柱,2024/04/28 14:28:47,open,737585-7,30,CBSB838001072,1,,,33.306202,132.602494
西予市三瓶町二及,西予市,コン柱,2023/03/24 22:00:17,open,"737503-8,9","298,299",,2,,,33.3777,132.40331
西条市三芳,西条市,コン柱,2023/05/04 11:33:14,open,"737547-1,2,3","173,105,127",,3,,,33.951963,133.062847
伊予市大平①,伊予市,コン柱,2023/03/21 17:20:11,open,"737483-10,11,12","170,169,276",,3,,,33.701515,132.707444
越智郡上島町弓削上弓削,上島町,コン柱,2024/05/03 21:32:21,open,"606674-1,2","127,128",CBSB838000314,2,,,34.27641,133.209766
松山市土居田町②,松山市,コン柱,2023/03/19 20:01:15,open,"737561-7,8,9","69,173,73",CBSB838000987,3,,,33.821165,132.74966
新居浜市多喜浜二丁目,新居浜市,コン柱,2023/06/10 14:20:09,open,"737553-7,8,9","377,100,84",,3,,,33.974889,133.333011
伊予市上三谷,伊予市,コン柱,2023/03/21 17:37:31,open,"737478-6,7,8","87,362,18",,3,,,33.765263,132.739221
新居浜市下泉町二丁目,新居浜市,コン柱,2023/06/10 16:35:58,open,"737493-1,2,3","51,251,235",,3,,,33.947498,133.308128
松山市古川南三丁目,松山市,コン柱,2022/07/29 21:52:01,open,"737285-1,2,3","129,131,130",,3,1,2,33.805013,132.765628
西条市丹原町丹原,西条市,コン柱,2024/05/11 21:38:21,open,"737548-1,2,3","95,291,190",CBSB838000519,3,,,33.90414,133.064154
松山市小栗二丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737325-4,5,6","172,65,63",,3,,,33.826208,132.761086
今治市登畑,今治市,コン柱,2024/05/05 22:51:31,open,"737510-4,5,6","79,56,33",,3,,,34.019522,133.016295
松山市住吉一丁目,松山市,屋上,2022/06/01 00:00:00,open,"737439-4,5,6","56,55,54",,3,,,33.86433948,132.7180098
西条市玉津,西条市,コン柱,2024/05/11 22:12:03,open,"737520-6,7,8","188,257,370",CBSB838000723,3,3,,33.929886,133.201672
伊予市中山町中山卯,伊予市,コン柱,2023/03/28 21:08:07,open,737568-3,30,CBSB838001310,1,,,33.64763,132.702303
松山市西垣生町②,松山市,コン柱,2023/07/06 14:49:16,open,"737562-4,5,6","246,142,41",,3,,,33.819831,132.703194
西予市宇和町明間,西予市,コン柱,2023/06/20 18:13:54,open,"737526-7,8","191,190",,2,1,2,33.346929,132.584212
松山市道後喜多町,松山市,コン柱,2022/06/01 00:00:00,open,"737323-10,11,12","242,240,241",,3,,,33.850609,132.782662
松山市樽味四丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737327-7,8,9","193,162,299",,3,,,33.838476,132.785615
西予市城川町古市,西予市,衛星,2024/04/28 21:11:13,open,742182-1,270,CBSB838000964,1,,,33.369861,132.779667
西宇和郡伊方町中浦,伊方町,コン柱,2023/01/08 14:41:28,open,"737474-9,10,11","356,354,217",,3,1,2,33.489181,132.345203
北宇和郡鬼北町大字出目,鬼北町,コン柱,2022/06/01 00:00:00,close,,,,,,,33.251013,132.703661
松山市千舟町五丁目,松山市,屋上,2022/06/01 00:00:00,open,"737429-8,9,10",14230941,,3,,,33.83655245,132.7627094
大洲市阿蔵②,大洲市,コン柱,2022/07/17 16:03:00,open,"737445-10,11,12","348,301,167",,3,,,33.5086908,132.5289546
松山市美沢二丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737300-1,2,3","366,367,368",,3,,,33.849724,132.744648
宇和島市吉田町奥浦甲,宇和島市,コン柱,2024/04/28 11:50:32,open,737570-2,201,CBSB838001374,1,,,33.291644,132.49248
西宇和郡伊方町二見②,伊方町,衛星,2024/04/28 20:29:32,open,"742164-1
742165-1","267,49",CBSB838001176,2,,,33.4728247,132.2765074
西予市宇和町河内,西予市,コン柱,2024/04/28 13:56:50,open,737585-6,30,CBSB838001337,1,,,33.436463,132.500861
東温市山之内④,東温市,au共用,2022/10/12 20:00:34,open,742227-1,1,,1,,,33.847553,132.910973
宇和島市高串④,宇和島市,コン柱,2023/03/22 21:58:28,open,"737343-7,8","23,22",,2,,,33.262304,132.575456
大洲市徳森,大洲市,コン柱,2023/03/17 22:32:45,open,"737543-4,5,6","204,206,206",,3,1,3,33.525236,132.584388
西予市宇和町清沢,西予市,コン柱,2023/03/24 22:16:19,open,"737526-4,5,6","95,94,93",,3,,,33.388228,132.489156
大洲市春賀②,大洲市,コン柱,2023/04/17 14:26:40,open,"737579-5,6","81,82",CBSB838000534,2,,,33.563244,132.554939
伊予郡砥部町満穂,砥部町,コン柱,2024/04/28 18:53:16,open,737593-3,266,CBSB838001285,1,,,33.6816773,132.810957
南宇和郡愛南町上大道,愛南町,衛星,2024/04/28 20:15:51,ready,,,,3,,,32.967694,132.613889
松山市東長戸一丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737309-1,2,3","329,64,285",,3,,,33.8679469,132.7517463
今治市朝倉上,今治市,コン柱,2024/04/29 19:54:37,open,"737512-4,5,6","113,81,322",,3,3,1,33.979111,133.021194
伊予郡松前町大字北黒田②,松前町,屋上,2023/03/25 23:59:24,open,"737531-10,11,12","234,235,83",,3,,,33.785314,132.703789
松山市下伊台町①,松山市,コン柱,2023/05/10 12:14:43,open,"737565-1,2","103,125",,2,,,33.875913,132.796452
伊予郡松前町大字恵久美,松前町,コン柱,2023/03/22 22:01:41,open,"737533-1,2,3","191,102,301",,3,,,33.788525,132.729641
四国中央市土居町天満②,四国中央市,コン柱,2024/05/25 21:53:55,open,"737508-4,5,6","104,361,327",,3,,,33.96977219,133.399963
伊予郡砥部町川登①,砥部町,コン柱,2023/03/03 20:33:45,open,"737554-5,6","115,285",,2,,,33.720623,132.797368
新居浜市萩生③,新居浜市,コン柱,2024/05/04 22:27:14,open,"737587-7,8","233,310",,2,,,33.913028,133.273083
伊予郡砥部町上原町,砥部町,コン柱,2023/03/03 20:47:01,open,"737559-1,2,3","57,296,124",,3,1,2,33.76909,132.79023
喜多郡内子町上川,内子町,コン柱,2024/06/08 19:56:04,open,737594-5,114,CBSB838001380,1,,,33.578167,132.858056
西宇和郡伊方町亀浦,伊方町,コン柱,2023/01/10 19:54:40,close,,,,,,,33.5003384,132.330053
喜多郡内子町知清,内子町,コン柱,2023/03/21 17:27:59,open,"737558-10,11,12","135,136,137",,3,,,33.550073,132.655978
喜多郡内子町五百木,内子町,コン柱,2024/04/28 18:31:50,open,737600-2,150,CBSB838001019,1,,,33.567528,132.699016
南宇和郡愛南町家串,愛南町,コン柱,2024/05/11 20:27:34,ready,,,,3,2,1,33.048306,132.471222
西条市小松町新屋敷①,西条市,コン柱,2024/05/04 21:59:57,open,"737518-4,5,6","378,259,5",,3,2,1,33.897207,133.119936
松山市小川,松山市,コン柱,2024/04/28 20:02:15,open,"737298-1,2,3","102,103,104",,3,,,33.928143,132.764324
宇和島市遊子①,宇和島市,コン柱,2022/06/01 00:00:00,open,"737369-9,10","363,365",,2,,,33.187327,132.458446
松山市星岡二丁目,松山市,コン柱,2023/07/06 15:26:05,open,"737301-7,8,9","357,53,262",,3,,,33.819552,132.784106
西宇和郡伊方町名取,伊方町,コン柱,2023/03/30 14:55:35,open,"737552-1,2","241,378",,2,,,33.383282,132.147991
南宇和郡愛南町高畑,愛南町,コン柱,2024/05/11 20:38:37,ready,,,,3,,,32.960806,132.516611
今治市上浦町瀬戸②,今治市,コン柱,2023/04/30 21:47:05,ready,,,,3,,,34.21750954,133.0524296
新居浜市東田二丁目,新居浜市,コン柱,2023/04/16 11:08:50,open,"737490-10,11,12","201,125,202",,3,,,33.94151,133.319199
南宇和郡愛南町御荘深泥,愛南町,コン柱,2022/06/01 00:00:00,open,"737339-6,7,8","257,255,256",,3,,,32.957368,132.542157
八幡浜市若山①,八幡浜市,コン柱,2023/01/08 14:52:21,open,"737472-1,2,3","185,184,183",,3,1,2,33.422639,132.459281
南宇和郡愛南町広見①,愛南町,屋上,2024/04/28 20:21:27,ready,,,,3,,,32.964667,132.648778
西宇和郡伊方町川之浜②,伊方町,コン柱,2023/01/11 19:34:36,close,,,,,,,33.42621543,132.2190377
松山市古三津六丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737283-4,5,6","369,371,370",,3,,,33.85650251,132.7211284
今治市大三島町野々江,今治市,コン柱,2023/04/30 21:36:22,open,"737452-3,4,5","144,143,291",,3,,,34.21743921,132.9867822
八幡浜市松柏,八幡浜市,コン柱,2023/01/08 14:31:17,open,"737470-4,5,6","174,176,175",,3,,,33.461973,132.44236
伊予市八倉,伊予市,コン柱,2023/03/03 20:52:24,open,"737482-9,10,11","280,126,128",,3,,,33.786042,132.769554
伊予郡松前町大字西古泉,松前町,コン柱,2023/03/25 23:55:36,open,"737532-4,5,6","248,139,120",,3,,,33.794159,132.710493
松山市北斎院町①,松山市,コン柱,2022/06/01 00:00:00,open,"737299-4,5,6","271,272,270",,3,,,33.83723,132.739155
八幡浜市横平乙,八幡浜市,コン柱,2024/04/28 13:52:40,open,737591-5,123,CBSB838001325,1,,,33.419601,132.428162
東温市明河,東温市,衛星,2024/06/16 08:44:59,open,7422341-1,1,,1,,,33.785973,133.010961
新居浜市宇高町三丁目,新居浜市,コン柱,2024/05/25 22:44:44,open,"737540-4,5,6","303,119,310",CBSB838000469,3,,,33.975999,133.301646
伊予市双海町大久保,伊予市,コン柱,2024/06/29 18:25:45,open,742173-1,384,CBSB838001489,1,,,33.659335,132.601026
四国中央市三島中央一丁目,四国中央市,コン柱,2022/06/01 00:00:00,open,"737368-1,2,3","211,210,212",,3,,,33.98262739,133.5396531
喜多郡内子町立山③,内子町,コン柱,2023/03/27 16:51:47,open,737479-10,5,,1,,,33.602175,132.67269
松山市中島大浦,松山市,コン柱,2024/04/28 01:56:24,open,"737442-7,8,9","213,271,125",,3,,,33.975012,132.629334
伊予市中山町佐礼谷①,伊予市,コン柱,2024/04/28 19:06:22,open,737602-2,108,,1,,,33.672958,132.702511
新居浜市平形町,新居浜市,コン柱,2023/04/16 11:22:39,open,"737540-7,8,9","29,217,153",,3,3,3,33.964165,133.291829
伊予市中山町佐礼谷②,伊予市,コン柱,2024/04/30 22:06:01,close,,,,,,,33.681778,132.718167
松山市木屋町二丁目,松山市,屋上,2022/06/01 00:00:00,open,"737302-4,5,6","103,177,305",,3,,,33.85058402,132.7593792
四国中央市土居町津根②,四国中央市,屋上,2024/05/25 22:35:07,open,"737509-5,6,7","342,71,153",,3,,,33.973869,133.455825
西条市丹原町長野,西条市,コン柱,2023/04/23 21:57:40,open,"737545-10,11,12","151,152,150",,3,,,33.876367,133.042725
西予市宇和町明石,西予市,コン柱,2023/04/22 10:21:11,open,"737522-4,5,6","114,115,116",,3,,,33.373231,132.528406
松山市西石井二丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737301-4,5,6","89,87,88",,3,,,33.81856524,132.7726035
今治市松木,今治市,コン柱,2024/05/05 22:52:56,open,"737511-7,8,9","346,125,294",,3,,,34.029208,133.004043
新居浜市立川町,新居浜市,コン柱,2022/06/01 00:00:00,open,"737333-4,5,6","77,76,75",,3,,,33.90972193,133.3086201
松山市余戸東一丁目,松山市,屋上,2023/05/10 13:40:21,open,"737560-7,8,9","377,378,103",,3,,,33.815238,132.739449
八幡浜市舌間,八幡浜市,コン柱,2023/01/08 14:48:19,open,"737473-7,8,9","189,280,191",,3,3,3,33.444135,132.417742
今治市旭町二丁目,今治市,屋上,2022/06/01 00:00:00,open,"737359-7,8,9","282,283,284",,3,,,34.06170444,132.9998046
今治市大三島町浦戸,今治市,衛星,2023/04/30 21:39:38,open,"742254-1
742255-1
742256-1","103,104,102",,3,,,34.219348,132.960997
西予市宇和町久保,西予市,コン柱,2024/04/28 01:07:06,open,737591-1,,,1,,,33.4415579,132.5192748
大洲市河辺町北平①,大洲市,コン柱,2024/04/28 19:22:09,open,737605-4,1,CBSB838001578,1,,,33.5196458,132.7828609
北宇和郡松野町大字吉野,松野町,コン柱,2023/03/19 20:19:19,open,737550-5,10,,1,,,33.22173,132.728053
八幡浜市郷①,八幡浜市,コン柱,2023/01/08 14:29:39,open,"737473-1,2,3","76,75,77",,3,1,3,33.465077,132.465431
今治市国分一丁目,今治市,コン柱,2023/04/23 18:25:53,open,"737512-1,2,3","37,233,243",,3,,,34.034343,133.022414
今治市吉海町本庄②,今治市,コン柱,2023/04/30 21:43:42,open,"737566-4,5","359,49",,2,,,34.14863447,133.0241726
喜多郡内子町寺村,内子町,コン柱,2024/05/18 19:12:45,open,"737449-7,8,9","36,37,38",CBSB83800570,3,3,1,33.568866,132.791877
松山市中村一丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737314-4,5,6","15,17,16",,3,1,1,33.83420405,132.7787598
伊予市宮下②,伊予市,コン柱,2023/04/20 15:09:36,open,"737550-3,4","145,263",,2,,,33.771235,132.756727
松山市太山寺町①,松山市,コン柱,2022/06/01 00:00:00,open,"737288-4,5,6","168,170,169",,3,,,33.890551,132.735974
西条市早川①,西条市,コン柱,2024/05/04 22:16:39,open,"737520-1,2","168,61",,2,,,33.902858,133.235892
伊予市中山町中山③,伊予市,コン柱,2023/03/21 17:10:30,open,737521-10,4,,1,,,33.644631,132.710133
今治市大西町星浦,今治市,コン柱,2024/05/05 23:04:57,open,737586-7,53,CBSB838001059,1,,,34.05144707,132.9035554
西予市三瓶町長早,西予市,コン柱,2023/03/24 21:59:15,open,"737501-1,2","321,148",,2,,,33.369015,132.395273
今治市波止浜三丁目,今治市,屋上,2023/04/22 17:19:46,open,"737487-6,7,8","32,374,93",,3,,,34.107751,132.968703
西予市城川町土居,西予市,コン柱,2024/04/28 21:09:11,open,"737550-1,2","241,242",,2,,,33.386616,132.768916
新居浜市船木⑥,新居浜市,コン柱,2024/05/04 22:30:03,open,"737593-1,2","111,71",,2,,,33.931585,133.353922
喜多郡内子町福岡甲,内子町,コン柱,2023/03/29 21:34:55,open,737557-1,4,CBSB838001266,1,,,33.501435,132.668613
松山市余戸中二丁目,松山市,コン柱,2023/07/06 15:22:06,delete,,,,,,,33.813358,132.728678
西宇和郡伊方町九町,伊方町,コン柱,2023/01/10 19:51:27,open,"737473-4,5,6","129,131,130",,3,,,33.473652,132.307576
今治市国分三丁目,今治市,コン柱,2024/05/04 21:11:02,open,"737511-4,5,6","260,163,363",,3,,,34.027089,133.019527
今治市波止浜,今治市,コン柱,2024/04/29 01:16:47,open,"737487-3,4,5","179,178,177",,3,3,1,34.098534,132.971486
東温市樋口②,東温市,ピコセル,2022/08/04 08:38:40,open,752280-2,383,,1,,,33.80648048,132.88085
喜多郡内子町只海甲②,内子町,コン柱,2024/05/18 18:42:40,open,737603-2,198,CBSB838001470,1,,,33.536278,132.703722
宇和島市津島町高田②,宇和島市,コン柱,2024/04/28 00:16:22,delete,,,,,,,33.120426,132.518774
西予市野村町野村③,西予市,コン柱,2022/12/07 22:05:38,open,"737451-7,8,9","105,107,106",,3,,,33.361536,132.636079
西条市福武甲①,西条市,コン柱,2023/05/04 20:52:27,open,"737515-4,5,6","167,166,165",,3,1,2,33.91194517,133.2016369
伊予市大平乙,伊予市,コン柱,2023/03/21 17:18:37,open,"737480-5,6,7","6,8,7",,3,,,33.711212,132.710826
伊予市中山町出渕①,伊予市,コン柱,2023/03/27 17:14:47,open,737527-10,2,,1,,,33.650708,132.711939
新居浜市垣生三丁目,新居浜市,コン柱,2023/06/10 15:08:51,open,"737553-1,2,3","38,292,378",,3,,,33.980928,133.322259
宇和島市三間町大内,宇和島市,コン柱,2022/06/01 00:00:00,open,"737364-7,8,9","178,179,177",,3,,,33.286279,132.643576
喜多郡内子町立山②,内子町,コン柱,2023/03/29 21:37:23,open,"737571-5,6","90,2",CBSB838001173,2,,,33.606343,132.678344
宇和島市高串②,宇和島市,コン柱,2022/06/01 00:00:00,open,"737343-4,5,6","252,253,254",,3,,,33.26403621,132.5677479
喜多郡内子町本川,内子町,コン柱,2024/05/18 19:16:05,open,"737452-9,10,11","322,323,321",CBSB838000685,3,3,1,33.573682,132.826453
今治市延喜①,今治市,コン柱,2023/04/22 17:59:36,open,"737354-10,11,12","230,229,228",,3,1,2,34.065479,132.95541
上浮穴郡久万高原町露峰②,久万高原町,コン柱,2024/04/28 01:46:14,open,737597-1,150,,1,,,33.618997,132.921163
四国中央市金田町金川②,四国中央市,コン柱,2024/05/25 22:08:01,open,"737584-7,8","298,215",CBSB838000473,2,,,33.978404,133.598057
西条市丹原町田滝,西条市,コン柱,2024/05/04 21:36:47,open,"737361-1,2,3","36,241,38",CBSB838000483,3,,,33.879776,133.015124
松山市河野別府,松山市,コン柱,2023/05/13 15:49:43,open,"737506-5,6,7","0,319,323",,3,,,33.949377,132.783592
西条市丹原町湯谷口,西条市,コン柱,2024/05/11 21:52:50,open,"737596-2,3","51,82",CBSB838001625,2,,,33.8538982,133.01651
伊予市中山町出渕④,伊予市,コン柱,2024/04/28 18:55:30,open,737595-5,318,CBSB838001386,1,,,33.656216,132.749819
伊予郡砥部町高尾田①,砥部町,コン柱,2023/03/03 20:50:30,open,"737556-8,9,10","261,88,230",,3,,,33.774678,132.793895
東温市北方,東温市,コン柱,2023/03/21 18:33:14,open,"737504-7,8,9","25,168,248",,3,,,33.802725,132.894816
伊予郡砥部町七折,砥部町,コン柱,2023/03/03 20:31:25,open,737554-4,23,,1,,,33.746423,132.759745
西条市小松町明穂,西条市,コン柱,2023/04/28 22:46:38,open,"737516-9,10,11","164,63,296",,3,,,33.876541,133.064538
西予市三瓶町朝立①,西予市,コン柱,2023/03/24 22:03:35,open,"737502-9,10,11","150,152,151",,3,,,33.38345,132.42446
喜多郡内子町立石,内子町,コン柱,2023/04/20 16:08:55,open,737568-2,266,,1,,,33.565628,132.759817
上浮穴郡久万高原町菅生,久万高原町,ピコセル,2023/04/27 19:19:48,open,752280-5,395,,1,,,33.660482,132.904052
今治市伯方町叶浦,今治市,コン柱,2024/04/27 20:37:14,open,"737450-1,2,3","18,134,157",,3,1,1,34.203739,133.075491
西条市中野甲,西条市,コン柱,2024/05/11 22:04:23,open,"737517-1,2,3","90,208,92",CBSB838001532,3,,,33.90549,133.175553
四国中央市下柏町②,四国中央市,コン柱,2022/06/01 00:00:00,open,"737305-7,8,9","140,139,138",,3,,,33.98461163,133.5583611
