ID,場所,市区町村,設置タイプ,状況,sector,sub6,ミリ波,eNB-LCID,PCI,基地局ID,緯度,経度,更新日時,投稿者,備考,URL,協力者
4d1df409,八幡浜市日土町⑤,八幡浜市,衛星,open,1,,,742172-1,387,CBSB838001353,33.516389,132.445611,2024-04-28 20:48:54,@saiseki56,新規開局,https://x.com/saiseki56/status/1783411455897018616,@saiseki56
4d786210,伊予市双海町串①,伊予市,コン柱,open,2,2,1,"737394-7,8","35,52",CBSB838000462,33.65192,132.57975,2024-05-18 19:23:20,@saiseki56,基地局ID追加,https://x.com/saiseki56/status/1791711004918964668,@kmtt2012 @saiseki56
4e7006e1,松山市市坪南一丁目,松山市,コン柱,open,3,,,"737293-1,2,3","68,66,67",,33.80814471,132.7530878,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
4f246313,松山市中野町,松山市,コン柱,open,3,,,"737292-1,2,3","35,34,33",,33.7776925,132.8327865,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
4f7eede7,松山市道後多幸町,松山市,屋上,open,3,,,"737437-1,2,3","135,137,136",,33.853444,132.784594,2022-07-29 21:52:32,wankosa,,,wankosa
4fb479d7,宇和島市錦町,宇和島市,コン柱,open,3,,,"737296-1,2,3","161,159,160",,33.2247907,132.5673689,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
5047d02d,宇和島市三間町小沢川,宇和島市,コン柱,open,1,,,737587-1,17,CBSB838000976,33.300729,132.622636,2024-04-28 14:18:15,@saiseki56,新規開局,https://x.com/saiseki56/status/1721067773420564573,@saiseki56
5093eedb,松山市道後樋又,松山市,コン柱,open,3,,,"737327-1,2,3","152,213,151",,33.852056,132.775109,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
50f4a303,松山市北井門二丁目,松山市,コン柱,open,3,,,"737310-1,2,3","267,269,268",,33.804465,132.780298,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
519acaba,松山市高井町,松山市,コン柱,open,3,1,2,"737284-1,2,3","315,316,317",,33.798337,132.80772,2022-06-01 00:00:00,@kmtt2012 wankosa,,,@kmtt2012 wankosa
519b2ab9,上浮穴郡久万高原町東明神乙,久万高原町,コン柱,open,3,,,"737529-5,6,7","39,40,41",CBSB838000734,33.687503,132.887805,2023-03-19 20:04:20,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1637286119640563714,@kmtt2012
51b3e6b8,西予市野村町野村②,西予市,コン柱,open,3,1,1,"737451-4,5,6","149,147,148",CBSB838000335,33.376268,132.642175,2024-04-28 13:38:34,@saiseki56,5G追加,https://x.com/saiseki56/status/1706974924903247932,@kmtt2012 @sfuruie0407 @saiseki56
51f587a8,松山市北吉田町,松山市,コン柱,open,3,,,"737563-1,2,3","36,38,268",,33.834298,132.710536,2023-07-06 15:16:24,@saiseki56,eNB-LCID変更,,@kmtt2012 @saiseki56
521ea755,大洲市柚木,大洲市,コン柱,open,3,,,"737446-1,2,3","219,118,221",,33.50266,132.54851,2022-07-17 16:12:00,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1548532479270604800,@saiseki56
529c2f30,松山市一番町一丁目,松山市,屋上,open,3,,,"737304-7,8,9","200,198,199",,33.841927,132.774554,2022-06-01 00:00:00,@72BvzAgc0A4suFu,,,@72BvzAgc0A4suFu
54498399,宇和島市三間町宮野下,宇和島市,コン柱,open,3,,,"737535-7,8,9","344,343,342",,33.289252,132.606444,2023-04-13 20:28:58,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1644892316157763585,@amegokun @kmtt2012
544e08b5,大洲市春賀①,大洲市,コン柱,open,3,,,"737444-4,5,6","91,183,92",,33.5502219,132.55654,2022-07-13 18:07:00,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1547145587706843136,@kmtt2012 @saiseki56
547ab860,松山市猿川,松山市,コン柱,open,1,,,737597-2,255,CBSB838001377,33.972678,132.8386294,2024-04-28 19:59:51,@saiseki56,新規開局,https://x.com/saiseki56/status/1747160543532847482,@saiseki56
549c7ef0,喜多郡内子町立山①,内子町,コン柱,open,3,,,"737481-8,9,10","244,243,245",,33.594314,132.675454,2023-03-21 17:25:38,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1637730587682422784,@imabarizine @saiseki56
54ea4414,西条市船屋甲,西条市,コン柱,open,3,,,"737516-1,2,3","329,84,307",,33.935228,133.208546,2023-05-04 14:09:59,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1654089193667301376,@hals111 @imabarizine
556a5486,宇和島市高串③,宇和島市,コン柱,open,3,,,"737347-1,2,3","6,7,8",,33.244715,132.571339,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
559878a1,新居浜市荷内町,新居浜市,コン柱,open,2,,,"737555-4,5","343,57",,33.979287,133.373754,2023-06-10 14:34:22,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1667493100942684160,@hals111 @imabarizine
561d5cf2,八幡浜市保内町喜木津,八幡浜市,コン柱,open,3,,,"737596-4,5,6","356,88,129",CBSB838001351,33.526178,132.385229,2024-04-28 13:47:53,@saiseki56,開局,https://x.com/saiseki56/status/1714503620362965082,@saiseki56
566bab0f,喜多郡内子町内子大久喜甲,内子町,コン柱,open,3,,,"737557-2,3,4","164,162,163",,33.515964,132.664759,2023-03-21 17:29:13,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1637726698069463040,@saiseki56
56944c86,喜多郡内子町臼杵②,内子町,au共用,open,1,,,741280-1,31,,33.627327,132.821619,2024-04-28 18:44:51,@saiseki56,新規開局,https://x.com/saiseki56/status/1722149698117779624,@saiseki56
56fa53f0,伊予郡砥部町重光,砥部町,コン柱,open,3,,,"737329-4,5,6","118,117,20",,33.783769,132.784491,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
5700bfb1,今治市通町一丁目,今治市,コン柱,open,3,,,"737359-10,11,12","333,334,335",,34.06760907,133.0044701,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
58587e29,西予市明浜町宮野浦①,西予市,コン柱,open,3,,,"737524-1,2,3","255,323,214",,33.31343,132.42478,2023-04-22 11:46:12,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1649689263775297536,@kmtt2012 @saiseki56
58706f65,西予市宇和町伊賀上,西予市,コン柱,open,3,,,"737523-10,11,12","290,288,289",,33.350506,132.514759,2023-04-22 10:47:28,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1649666237511892992,@amegokun @kmtt2012 @saiseki56
5877a252,今治市中寺②,今治市,コン柱,open,3,,,"737331-4,5,6","211,203,195",,34.031775,132.998793,2024-05-05 22:54:02,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787130940965396717,@seaki @imabarizine
5932aa6d,伊予郡松前町大字出作,松前町,コン柱,open,3,,,"737533-10,11,12","278,37,177",,33.787584,132.750828,2023-03-25 23:51:05,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1639600883326664704,@kmtt2012 wankosa @saiseki56
59f68d33,東温市田窪①,東温市,コン柱,open,3,,,"737382-1,2,3","356,142,183",,33.792503,132.863218,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
5b28a9f3,西宇和郡伊方町川之浜①,伊方町,コン柱,open,2,,,"737369-4,5","54,56",,33.426085,132.226943,2023-01-11 20:49:39,wankosa,,,wankosa
5b34c347,松山市南梅本町,松山市,コン柱,open,3,,,"737440-9,10,11","254,5,3",,33.80257,132.8341964,2022-06-01 00:00:00,@MVp7WugssM0KObp,,https://x.com/MVp7WugssM0KObp/status/1545886954654695424,@MVp7WugssM0KObp
5bb229b6,伊予市本郡,伊予市,コン柱,open,2,,,"737484-1,2","47,46",,33.749284,132.688537,2023-03-21 17:46:19,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1637806116582334465,wankosa @saiseki56
5bbcb391,南宇和郡愛南町赤水,愛南町,コン柱,ready,2,,,,,,32.960417,132.528806,2024-05-11 20:39:31,@saiseki56,新規発見,https://x.com/saiseki56/status/1789241805353152546,@saiseki56
5c2b4ef8,大洲市菅田町菅田②,大洲市,コン柱,open,3,,,"737544-3,4,5","19,20,18",,33.517235,132.588037,2023-03-17 22:31:51,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1635872426419687425,@saiseki56
5c5b970c,松山市北条辻,松山市,コン柱,open,3,,,"737505-5,6,7","51,118,61",,33.962262,132.77709,2024-04-28 13:01:47,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1700385311464054870,@kmtt2012 @saiseki56
5c5cf3e0,喜多郡内子町中川,内子町,衛星,open,1,,,742211-1,1,,33.570402,132.843689,2024-04-28 18:39:05,@saiseki56,新規開局,https://x.com/saiseki56/status/1722137179655381362,@saiseki56
5c5de799,今治市衣干町四丁目,今治市,コン柱,open,3,2,1,"737377-4,5,6","318,331,281",CBSB838000661,34.046201,133.013385,2024-05-04 20:47:29,@imabarizine,写真追加,https://x.com/raku10ehime/status/1786773715788911012,@MSetokan @seaki @imabarizine
5c670afc,四国中央市中曽根町②,四国中央市,屋上,open,3,,,"737393-1,2,3","341,157,342",,33.97845761,133.5508908,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
5c8d87ad,四国中央市寒川町②,四国中央市,コン柱,open,3,,,"737394-4,5,6","48,50,49",,33.968875,133.5064887,2022-06-01 00:00:00,,,,
5cb9f372,東温市則之内①,東温市,コン柱,open,2,,,"737505-1,2","32,30",,33.795516,132.950761,2023-03-21 18:29:38,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1637438239677239298,@kmtt2012 @imabarizine
5cbe76b8,西宇和郡伊方町大浜,伊方町,コン柱,open,3,,,"737586-1,2,3","20,21,22",CBSB838001327,33.473631,132.372481,2024-04-28 11:47:49,@saiseki56,新規開局,,@saiseki56
5cefc8f4,松山市由良町,松山市,コン柱,close,,,,,,,33.90309086,132.6819445,2022-06-01 00:00:00,wankosa,,,wankosa
5d95e582,伊予郡砥部町総津,砥部町,コン柱,open,3,,,"737403-4,5,6","11,10,9",,33.629439,132.796715,2024-04-28 18:52:43,@sfuruie0407,,,@sfuruie0407
5e38b800,新居浜市若水町二丁目,新居浜市,屋上,open,3,,,"737541-7,8,9","314,165,103",,33.967677,133.280802,2023-04-16 11:12:50,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1647409613065818114,@sakura3ripa @kmtt2012
5e69ff3b,松山市大浦,松山市,コン柱,open,2,,,"737506-3,4","170,214",,33.999727,132.773055,2024-04-28 13:06:45,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1700388315797798989,@kmtt2012 @saiseki56
5f386b39,越智郡上島町弓削狩尾,上島町,コン柱,open,3,,,"737342-1,2,3","72,311,313",CBSB838000936,34.26675441,133.2188494,2024-05-03 21:40:31,@imabarizine,新規発見,https://x.com/raku10ehime/status/1786387430050058591,@imabarizine
5f81104f,松山市北持田町,松山市,屋上,open,3,,,"737432-7,8,9","279,172,323",,33.84550992,132.7783105,2022-06-01 00:00:00,wankosa,,,wankosa
5ff446a8,八幡浜市日土町①,八幡浜市,コン柱,open,2,,,"737580-1,2","291,293",,33.493641,132.417155,2023-05-01 11:48:59,@saiseki56,,https://x.com/saiseki56/status/1652894140236169216,@saiseki56
60343d76,四国中央市土居町小林,四国中央市,コン柱,open,3,,,"737508-1,2,3","7,6,242",,33.957267,133.437322,2023-04-02 02:24:37,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1641400072436080640,@kmtt2012 @sfuruie0407
60d0c9ac,西予市野村町野村①,西予市,コン柱,open,3,,,"737394-1,2,3","240,241,242",,33.378686,132.652318,2024-04-28 21:15:15,@saiseki56,写真追加,https://x.com/saiseki56/status/1784428371314905105,@kmtt2012 @saiseki56
6199f1e4,今治市砂場町二丁目,今治市,コン柱,open,3,,,"737378-10,11,12","14,145,96",,34.1093476,132.978349,2023-04-23 16:08:12,@imabarizine,開局,https://x.com/raku10ehime/status/1650072453492912128,@imabarizine
61a355df,南宇和郡愛南町中川,愛南町,コン柱,ready,1,,,,,CBSB838001238,32.952503,132.626543,2024-04-28 00:07:03,@kmtt2012,新規発見,https://x.com/kmtt2012/status/1680393448460029952,@kmtt2012
62a070e1,西条市丹原町臼坂,西条市,衛星,ready,,,,,,,33.836278,132.985278,2024-05-12 13:14:14,@saiseki56,新規発見,https://x.com/saiseki56/status/1789422439065084011,@saiseki56
6359a2b9,喜多郡内子町内子,内子町,コン柱,open,3,1,2,"737557-6,7,8","216,218,217",,33.548218,132.64885,2023-03-21 17:31:26,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1637723082185142276,@saiseki56
63676f4e,東温市則之内②,東温市,コン柱,open,2,1,2,"737505-3,4","214,253",,33.79352,132.931501,2023-03-21 17:54:30,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1637761892105199616,@MVp7WugssM0KObp @sfuruie0407
63a48cd9,今治市伯方町北浦,今治市,コン柱,open,3,,,"737459-1,2,3","132,181,164",,34.228256,133.095288,2022-11-28 21:07:20,@keitaimobtime,eNB-LCID3追加,https://x.com/keitaimobtime/status/1596838542625239040,@boyaboya01 @keitaimobtime
63ad71b5,西条市樋之口③,西条市,コン柱,open,3,,,"737515-1,2,3","42,352,155",,33.92774,133.173632,2023-05-04 13:25:01,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1654087836210171904,@saiseki56 @imabarizine
63e91b19,今治市本町五丁目,今治市,コン柱,open,3,,,"737422-1,2,3","21,41,247",,34.07262033,132.9983481,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
63f8b4a6,喜多郡内子町立山④,内子町,コン柱,open,1,,,737578-1,214,CBSB838001031,33.5897,132.65655,2023-04-20 15:29:40,@saiseki56,新規開局,https://x.com/saiseki56/status/1648938547783823361,@saiseki56
63faefb3,今治市別名,今治市,コン柱,open,3,,,"737363-4,5,6","307,161,66",,34.041917,132.97775,2024-05-05 22:56:59,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787131276220403893,@MSetokan @seaki @imabarizine
642ac3b3,松山市平和通三丁目,松山市,屋上,open,3,,,"737302-1,2,3","301,300,302",,33.8478096,132.7657555,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
64635fad,宇和島市丸穂町一丁目,宇和島市,コン柱,open,3,,,"737296-10,11,12","60,61,62",,33.2240944,132.5732436,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
646a9a27,八幡浜市保内町宮内①,八幡浜市,コン柱,open,3,,,"737472-10,11,12","91,90,92",,33.493028,132.397144,2023-01-08 14:34:58,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1609847546830295042,@kmtt2012 @saiseki56
648096e1,大洲市平野町野田②,大洲市,コン柱,open,3,1,,"737444-7,8,9","52,96,98",,33.47756,132.501363,2024-04-28 19:26:51,@saiseki56,sub6追加,https://x.com/saiseki56/status/1730841494419079497,@saiseki56
64873569,松山市宮西一丁目①,松山市,コン柱,open,3,,,"737299-1,2,3","29,141,28",,33.844819,132.752787,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
64f84da1,伊予郡松前町大字北川原,松前町,コン柱,open,3,,,"737531-7,8,9","346,29,330",,33.799564,132.700769,2023-03-25 23:54:35,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1639605278374260737,@saiseki56
6524f5df,新居浜市磯浦町,新居浜市,コン柱,open,3,3,3,"737540-10,11,12","28,224,72",,33.954532,133.257037,2023-05-04 14:11:09,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1654089612682498049,@kmtt2012 @imabarizine
65583e5f,今治市長沢,今治市,コン柱,open,2,2,1,"737510-10,11","39,263",,33.995825,133.044896,2024-05-04 21:12:26,@imabarizine,5G追加,https://x.com/raku10ehime/status/1786774073747689480,@kanshipboss @imabarizine
6565d557,今治市延喜②,今治市,コン柱,open,3,,,"737366-4,5,6","185,183,184",,34.07134359,132.9590002,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
65c90dba,八幡浜市大平,八幡浜市,コン柱,open,3,,,"737472-4,5,6","372,184,203",,33.47129,132.432507,2023-01-08 14:33:40,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1609848483867131905,@kmtt2012 @saiseki56
661d7edb,西条市早川②,西条市,コン柱,open,1,,,737590-4,314,CBSB838001362,33.908194,133.238444,2024-05-04 22:18:58,@imabarizine,開局,https://x.com/raku10ehime/status/1786779578431856759,@saiseki56 @imabarizine
662749cb,松山市余戸南五丁目,松山市,コン柱,open,3,,,"737559-4,5,6","16,291,14",,33.810759,132.724771,2023-04-20 07:57:20,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1648927375118458880,@kmtt2012 @saiseki56
663078f1,新居浜市神郷一丁目,新居浜市,コン柱,open,3,1,2,"737552-9,10,11","331,94,192",,33.968109,133.318075,2023-06-10 14:10:13,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1667490975323930624,@hals111 @sakura3ripa @imabarizine
665046ff,松山市問屋町,松山市,コン柱,open,3,,,"737309-10,11,12","282,61,62",,33.864536,132.750225,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
6663b242,松山市鷹子町,松山市,コン柱,open,3,,,"737284-4,5,6","6,308,7",,33.815409,132.8110742,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
66b17d40,今治市大西町九王②,今治市,コン柱,open,3,,,"737416-1,2,3","98,318,121",,34.071913,132.927642,2024-05-05 23:18:07,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787134691205849229,@imabarizine
6720945c,今治市南大門町一丁目,今治市,屋上,open,3,,,"737359-4,5,6","166,165,167",,34.06513303,132.9972789,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
678b7f2c,東温市山之内③,東温市,au共用,open,1,,,742226-1,1,,33.86254103,132.9259596,2022-06-01 00:00:00,@MVp7WugssM0KObp,,,@MVp7WugssM0KObp
67e1ff8c,今治市大西町九王①,今治市,コン柱,open,2,,,"737429-4,5","327,349",,34.086324,132.929221,2024-05-05 23:18:59,@imabarizine,写真追加,https://x.com/raku10ehime/status/1787134992394719384,@imabarizine
6840568b,伊予市双海町高岸,伊予市,コン柱,open,2,,,"737481-6,7","185,296",,33.682436,132.632981,2023-03-19 19:35:25,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1636979351681126400,@saiseki56
6896f473,大洲市東大洲②,大洲市,コン柱,open,3,,,"737544-6,7,8","281,280,279",,33.522499,132.578933,2023-03-17 22:29:57,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1635875501008097281,@saiseki56
6920549c,宇和島市妙典寺前,宇和島市,コン柱,open,3,,,"737296-7,8,9","248,247,246",,33.21171,132.56495,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
693b07ce,宇和島市吉田町白浦①,宇和島市,コン柱,open,3,,,"737589-4,5,6","330,248,319",,33.309818,132.528735,2024-04-28 14:02:39,@saiseki56,開局,https://x.com/saiseki56/status/1721039836621205544,@saiseki56
6959ebdd,喜多郡内子町只海甲①,内子町,コン柱,open,1,,,737612-3,120,CBSB838001279,33.523439,132.696229,2024-05-18 18:32:54,@saiseki56,開局,https://x.com/saiseki56/status/1791698262308917717,@saiseki56
6a18db4e,西予市三瓶町皆江,西予市,コン柱,open,2,,,"737585-1,2","256,257",,33.3412,132.40961,2023-06-20 18:57:50,@saiseki56,開局,,@kmtt2012 @saiseki56
6a5ed9b6,大洲市平野町野田③,大洲市,コン柱,open,3,,,"737444-10,11,12","282,283,284",,33.495672,132.518556,2022-07-08 12:20:00,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1549602868545523712,@saiseki56
6a651e3b,西予市三瓶町垣生,西予市,コン柱,open,1,,,737575-5,10,,33.386473,132.409811,2023-04-22 17:28:16,@saiseki56,新規開局,https://x.com/saiseki56/status/1649692271758155776,@saiseki56
6a9dc38f,松山市堀江町②,松山市,コン柱,open,3,,,"737437-4,5,6","55,3,350",,33.90280041,132.744457,2022-06-01 00:00:00,wankosa,,,wankosa
6b16c12b,新居浜市船木①,新居浜市,コン柱,open,3,,,"737489-4,5,6","31,366,119",,33.940151,133.335206,2023-04-16 11:06:33,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1647360074770427904,@hals111 @kmtt2012
6bfe8a8b,新居浜市上泉町,新居浜市,コン柱,open,3,,,"737493-4,5,6","67,291,365",,33.937061,133.309786,2023-04-16 11:09:38,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1647369188108029952,@sakura3ripa @kmtt2012
6c13346e,喜多郡内子町河内,内子町,コン柱,open,1,,,737602-1,41,CBSB838001246,33.5993722,132.6398026,2024-04-28 19:02:23,@saiseki56,新規開局,https://x.com/saiseki56/status/1722479028916134205,@saiseki56
6c5bfc72,西宇和郡伊方町与侈,伊方町,衛星,open,3,,,"742169-1
742170-1
742171-1","387,394,380",CBSB838001322,33.389417,132.081361,2024-04-28 20:34:42,@saiseki56,新規開局,https://x.com/saiseki56/status/1783400423367549173,@saiseki56
6c6f6050,伊予市中山町出渕③,伊予市,コン柱,open,1,,,737480-4,1,CBSB838001315,33.640564,132.727229,2023-05-01 20:52:28,@sfuruie0407,,https://x.com/sfuruie0407/status/1652566620869644291,@sfuruie0407
6cd80ad0,松山市谷町,松山市,コン柱,open,3,,,"737323-4,5,6","32,315,316",,33.88005561,132.7536683,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
6d47e81a,宇和島市川内,宇和島市,コン柱,ready,2,,,,,,33.194611,132.557694,2024-04-28 20:26:16,@saiseki56,ストリートビュー確認,https://x.com/saiseki56/status/1777931152411750790,@saiseki56
6d6c3cfd,新居浜市船木③,新居浜市,コン柱,open,3,,,"737491-10,11,12","94,93,305",,33.932494,133.325899,2023-05-01 20:44:54,@kmtt2012,,https://x.com/kmtt2012/status/1652806647549673472,Googleフォーム074 @kmtt2012
6d922121,松山市中西内,松山市,コン柱,open,3,,,"737507-1,2,3","53,354,226",,33.971697,132.783799,2024-04-28 13:12:43,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1700391176896188671,@kmtt2012 @saiseki56
6db0af21,宇和島市下波,宇和島市,コン柱,open,3,,,"737422-7,8,9","152,150,151",,33.16783,132.45624,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
6dff5f65,今治市吉海町名②,今治市,コン柱,open,2,,,"737589-2,3","229,278",CBSB838000952,34.128082,133.033873,2024-05-03 21:02:28,@imabarizine,新規開局,https://x.com/raku10ehime/status/1784192492864454775,@imabarizine
6e2b88c8,大洲市新谷②,大洲市,コン柱,open,3,1,3,"737544-9,10,11","210,211,212",,33.534982,132.599293,2023-03-17 22:13:12,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1635866883944767489,@saiseki56
6e41b4d1,松山市東垣生町,松山市,コン柱,open,3,,,"737560-1,2,3","279,307,215",,33.814641,132.714537,2023-05-10 10:29:55,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1656191247248424960,wankosa @saiseki56
6e717e88,宇和島市和霊東町三丁目,宇和島市,コン柱,close,,,,,,,33.2304775,132.5709314,2024-04-28 23:50:31,フォーム,新規発見,,フォーム
6e9caf65,西条市下島山甲,西条市,コン柱,open,3,,,"737521-4,5,6","355,141,299",,33.92653,133.206097,2023-05-04 14:08:51,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1654088846827724801,Googleフォーム041 @imabarizine
7061823a,西宇和郡伊方町塩成,伊方町,コン柱,close,,,,,,,33.4423314,132.2576056,2023-01-08 14:42:34,@saiseki56,,https://x.com/saiseki56/status/1609838140621205504,@saiseki56
707dce4a,東温市南方,東温市,屋上,open,3,,,"737504-4,5,6","310,311,309",,33.799069,132.909578,2023-03-21 18:31:24,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1637431487925723137,@imabarizine @kmtt2012
70be6b93,松山市新浜町,松山市,屋上,open,2,,,"737439-9,10","2,146",,33.87026497,132.7134649,2022-06-01 00:00:00,wankosa,,,wankosa
711258e7,今治市玉川町法界寺,今治市,コン柱,open,2,,,"737497-9,10","73,72",,34.028824,132.962559,2023-04-28 21:25:21,@imabarizine,eNB-LCID変更,https://x.com/raku10ehime/status/1651930902560391168,@imabarizine @seaki
718e189d,松山市北梅本町①,松山市,コン柱,open,3,,,"737286-1,2,3","259,258,260",,33.80880453,132.8576238,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
71ae1952,今治市吉海町仁江①,今治市,コン柱,open,3,3,1,"737567-1,2,3","147,209,328",,34.149462,133.056423,2024-04-27 20:35:49,@imabarizine,5G追加,https://x.com/raku10ehime/status/1784197483155042427,@imabarizine
71dd6723,西条市飯岡①,西条市,コン柱,open,3,,,"737521-1,2,3","213,281,319",,33.917873,133.2206,2023-05-31 23:49:03,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1663910872576606211,@kmtt2012 @sfuruie0407
721cc6c0,西予市三瓶町朝立②,西予市,コン柱,open,2,,,"737500-9,10","14,12",,33.389539,132.429291,2023-03-24 22:04:37,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1639215668804599808,@imabarizine @saiseki56
72247c8c,西予市三瓶町下泊,西予市,コン柱,open,2,,,"737502-1,2","320,318",,33.342443,132.385344,2023-04-22 12:14:08,@saiseki56,eNB-LCID変更,https://x.com/saiseki56/status/1649687827536576512,@imabarizine @saiseki56
725f6d48,今治市上浦町甘崎②,今治市,コン柱,open,3,,,"737462-4,5,6","6,364,104",,34.245727,133.048193,2023-04-30 21:16:06,@imabarizine,開局,https://x.com/raku10ehime/status/1652668565387096066,@kmtt2012 @imabarizine
72708756,新居浜市本郷一丁目,新居浜市,コン柱,open,3,,,"737489-10,11,12","236,190,189",CBSB838000259,33.937493,133.284727,2023-05-01 20:40:41,@kmtt2012,,https://x.com/kmtt2012/status/1652809737745088515,@kmtt2012
7277f5fe,四国中央市妻鳥町①,四国中央市,コン柱,open,3,,,"737459-7,8,9","254,10,258",,33.983023,133.575783,2023-03-03 21:10:29,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1628649643587563520,@imabarizine @kmtt2012
728b0970,松山市北藤原町,松山市,屋上,open,3,,,"737325-10,11,12","223,224,222",,33.833842,132.759668,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
7303d51b,今治市鯉池町二丁目,今治市,コン柱,open,3,,,"737377-10,11,12","269,268,267",,34.05244079,132.9882371,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
73088434,東温市上林②,東温市,コン柱,open,3,,,"737372-7,8,9","5,87,187",,33.758991,132.882877,2023-04-23 21:53:23,@sfuruie0407,eNB-LCID変更,https://x.com/sfuruie0407/status/1650105948659396608,@sfuruie0407
730bd667,北宇和郡鬼北町大字吉波,鬼北町,コン柱,ready,3,,,,,,33.271894,132.632776,2023-04-13 20:27:24,@kmtt2012,,https://x.com/kmtt2012/status/1644890214018727937,@kmtt2012
732de65d,松山市勝岡町,松山市,コン柱,open,3,,,"737288-7,8,9","87,89,88",,33.89934,132.72775,2022-06-01 00:00:00,@imabarizine,,,@imabarizine
734f7f93,宇和島市吉田町浅川,宇和島市,コン柱,close,,,,,,,33.264665,132.526537,2022-06-01 00:00:00,@kmtt2012,,,@kmtt2012
738c2c73,北宇和郡鬼北町大字下鍵山②,鬼北町,コン柱,open,2,,,"737549-7,8","243,245",,33.329938,132.799157,2023-03-19 20:35:12,@kmtt2012,eNB-LCID変更,https://x.com/kmtt2012/status/1636940150877089792,@kmtt2012 @sfuruie0407
